dataset,target_size,algorithm,r2,rmse,rpd,fold
lucas,30,v9,0.82,32.55,2.37,0
lucas,30,v9,0.82,32.55,2.37,1
lucas,30,v9,0.82,32.55,2.37,2
lucas,30,v9,0.82,32.55,2.37,3
lucas,30,v9,0.82,32.55,2.37,4
lucas,30,v9,0.82,32.55,2.37,5
lucas,30,v9,0.82,32.55,2.37,6
lucas,30,v9,0.82,32.55,2.37,7
lucas,30,v9,0.82,32.55,2.37,8
lucas,30,v9,0.82,32.55,2.37,9
lucas,30,v9,0.82,32.55,2.37,10
lucas,30,v9,0.82,32.55,2.37,11
lucas,30,v9,0.82,32.55,2.37,12
lucas,30,v9,0.82,32.55,2.37,13
lucas,30,v9,0.82,32.55,2.37,14
lucas,30,v9,0.82,32.55,2.37,15
lucas,30,v9,0.82,32.55,2.37,16
lucas,30,v9,0.82,32.55,2.37,17
lucas,30,v9,0.82,32.55,2.37,18
lucas,30,v9,0.82,32.55,2.37,19
lucas,29,v9,0.82,32.53,2.37,0
lucas,29,v9,0.82,32.53,2.37,1
lucas,29,v9,0.82,32.53,2.37,2
lucas,29,v9,0.82,32.53,2.37,3
lucas,29,v9,0.82,32.53,2.37,4
lucas,29,v9,0.82,32.53,2.37,5
lucas,29,v9,0.82,32.53,2.37,6
lucas,29,v9,0.82,32.53,2.37,7
lucas,29,v9,0.82,32.53,2.37,8
lucas,29,v9,0.82,32.53,2.37,9
lucas,29,v9,0.82,32.53,2.37,10
lucas,29,v9,0.82,32.53,2.37,11
lucas,29,v9,0.82,32.53,2.37,12
lucas,29,v9,0.82,32.53,2.37,13
lucas,29,v9,0.82,32.53,2.37,14
lucas,29,v9,0.82,32.53,2.37,15
lucas,29,v9,0.82,32.53,2.37,16
lucas,29,v9,0.82,32.53,2.37,17
lucas,29,v9,0.82,32.53,2.37,18
lucas,29,v9,0.82,32.53,2.37,19
lucas,28,v9,0.82,32.69,2.36,0
lucas,28,v9,0.82,32.69,2.36,1
lucas,28,v9,0.82,32.69,2.36,2
lucas,28,v9,0.82,32.69,2.36,3
lucas,28,v9,0.82,32.69,2.36,4
lucas,28,v9,0.82,32.69,2.36,5
lucas,28,v9,0.82,32.69,2.36,6
lucas,28,v9,0.82,32.69,2.36,7
lucas,28,v9,0.82,32.69,2.36,8
lucas,28,v9,0.82,32.69,2.36,9
lucas,28,v9,0.82,32.69,2.36,10
lucas,28,v9,0.82,32.69,2.36,11
lucas,28,v9,0.82,32.69,2.36,12
lucas,28,v9,0.82,32.69,2.36,13
lucas,28,v9,0.82,32.69,2.36,14
lucas,28,v9,0.82,32.69,2.36,15
lucas,28,v9,0.82,32.69,2.36,16
lucas,28,v9,0.82,32.69,2.36,17
lucas,28,v9,0.82,32.69,2.36,18
lucas,28,v9,0.82,32.69,2.36,19
lucas,27,v9,0.82,32.4,2.38,0
lucas,27,v9,0.82,32.4,2.38,1
lucas,27,v9,0.82,32.4,2.38,2
lucas,27,v9,0.82,32.4,2.38,3
lucas,27,v9,0.82,32.4,2.38,4
lucas,27,v9,0.82,32.4,2.38,5
lucas,27,v9,0.82,32.4,2.38,6
lucas,27,v9,0.82,32.4,2.38,7
lucas,27,v9,0.82,32.4,2.38,8
lucas,27,v9,0.82,32.4,2.38,9
lucas,27,v9,0.82,32.4,2.38,10
lucas,27,v9,0.82,32.4,2.38,11
lucas,27,v9,0.82,32.4,2.38,12
lucas,27,v9,0.82,32.4,2.38,13
lucas,27,v9,0.82,32.4,2.38,14
lucas,27,v9,0.82,32.4,2.38,15
lucas,27,v9,0.82,32.4,2.38,16
lucas,27,v9,0.82,32.4,2.38,17
lucas,27,v9,0.82,32.4,2.38,18
lucas,27,v9,0.82,32.4,2.38,19
lucas,26,v9,0.83,32.26,2.39,0
lucas,26,v9,0.83,32.26,2.39,1
lucas,26,v9,0.83,32.26,2.39,2
lucas,26,v9,0.83,32.26,2.39,3
lucas,26,v9,0.83,32.26,2.39,4
lucas,26,v9,0.83,32.26,2.39,5
lucas,26,v9,0.83,32.26,2.39,6
lucas,26,v9,0.83,32.26,2.39,7
lucas,26,v9,0.83,32.26,2.39,8
lucas,26,v9,0.83,32.26,2.39,9
lucas,26,v9,0.83,32.26,2.39,10
lucas,26,v9,0.83,32.26,2.39,11
lucas,26,v9,0.83,32.26,2.39,12
lucas,26,v9,0.83,32.26,2.39,13
lucas,26,v9,0.83,32.26,2.39,14
lucas,26,v9,0.83,32.26,2.39,15
lucas,26,v9,0.83,32.26,2.39,16
lucas,26,v9,0.83,32.26,2.39,17
lucas,26,v9,0.83,32.26,2.39,18
lucas,26,v9,0.83,32.26,2.39,19
lucas,25,v9,0.83,32.29,2.39,0
lucas,25,v9,0.83,32.29,2.39,1
lucas,25,v9,0.83,32.29,2.39,2
lucas,25,v9,0.83,32.29,2.39,3
lucas,25,v9,0.83,32.29,2.39,4
lucas,25,v9,0.83,32.29,2.39,5
lucas,25,v9,0.83,32.29,2.39,6
lucas,25,v9,0.83,32.29,2.39,7
lucas,25,v9,0.83,32.29,2.39,8
lucas,25,v9,0.83,32.29,2.39,9
lucas,25,v9,0.83,32.29,2.39,10
lucas,25,v9,0.83,32.29,2.39,11
lucas,25,v9,0.83,32.29,2.39,12
lucas,25,v9,0.83,32.29,2.39,13
lucas,25,v9,0.83,32.29,2.39,14
lucas,25,v9,0.83,32.29,2.39,15
lucas,25,v9,0.83,32.29,2.39,16
lucas,25,v9,0.83,32.29,2.39,17
lucas,25,v9,0.83,32.29,2.39,18
lucas,25,v9,0.83,32.29,2.39,19
lucas,24,v9,0.82,32.32,2.39,0
lucas,24,v9,0.82,32.32,2.39,1
lucas,24,v9,0.82,32.32,2.39,2
lucas,24,v9,0.82,32.32,2.39,3
lucas,24,v9,0.82,32.32,2.39,4
lucas,24,v9,0.82,32.32,2.39,5
lucas,24,v9,0.82,32.32,2.39,6
lucas,24,v9,0.82,32.32,2.39,7
lucas,24,v9,0.82,32.32,2.39,8
lucas,24,v9,0.82,32.32,2.39,9
lucas,24,v9,0.82,32.32,2.39,10
lucas,24,v9,0.82,32.32,2.39,11
lucas,24,v9,0.82,32.32,2.39,12
lucas,24,v9,0.82,32.32,2.39,13
lucas,24,v9,0.82,32.32,2.39,14
lucas,24,v9,0.82,32.32,2.39,15
lucas,24,v9,0.82,32.32,2.39,16
lucas,24,v9,0.82,32.32,2.39,17
lucas,24,v9,0.82,32.32,2.39,18
lucas,24,v9,0.82,32.32,2.39,19
lucas,23,v9,0.83,32.24,2.4,0
lucas,23,v9,0.83,32.24,2.4,1
lucas,23,v9,0.83,32.24,2.4,2
lucas,23,v9,0.83,32.24,2.4,3
lucas,23,v9,0.83,32.24,2.4,4
lucas,23,v9,0.83,32.24,2.4,5
lucas,23,v9,0.83,32.24,2.4,6
lucas,23,v9,0.83,32.24,2.4,7
lucas,23,v9,0.83,32.24,2.4,8
lucas,23,v9,0.83,32.24,2.4,9
lucas,23,v9,0.83,32.24,2.4,10
lucas,23,v9,0.83,32.24,2.4,11
lucas,23,v9,0.83,32.24,2.4,12
lucas,23,v9,0.83,32.24,2.4,13
lucas,23,v9,0.83,32.24,2.4,14
lucas,23,v9,0.83,32.24,2.4,15
lucas,23,v9,0.83,32.24,2.4,16
lucas,23,v9,0.83,32.24,2.4,17
lucas,23,v9,0.83,32.24,2.4,18
lucas,23,v9,0.83,32.24,2.4,19
lucas,22,v9,0.83,32.1,2.41,0
lucas,22,v9,0.83,32.1,2.41,1
lucas,22,v9,0.83,32.1,2.41,2
lucas,22,v9,0.83,32.1,2.41,3
lucas,22,v9,0.83,32.1,2.41,4
lucas,22,v9,0.83,32.1,2.41,5
lucas,22,v9,0.83,32.1,2.41,6
lucas,22,v9,0.83,32.1,2.41,7
lucas,22,v9,0.83,32.1,2.41,8
lucas,22,v9,0.83,32.1,2.41,9
lucas,22,v9,0.83,32.1,2.41,10
lucas,22,v9,0.83,32.1,2.41,11
lucas,22,v9,0.83,32.1,2.41,12
lucas,22,v9,0.83,32.1,2.41,13
lucas,22,v9,0.83,32.1,2.41,14
lucas,22,v9,0.83,32.1,2.41,15
lucas,22,v9,0.83,32.1,2.41,16
lucas,22,v9,0.83,32.1,2.41,17
lucas,22,v9,0.83,32.1,2.41,18
lucas,22,v9,0.83,32.1,2.41,19
lucas,21,v9,0.83,32.17,2.4,0
lucas,21,v9,0.83,32.17,2.4,1
lucas,21,v9,0.83,32.17,2.4,2
lucas,21,v9,0.83,32.17,2.4,3
lucas,21,v9,0.83,32.17,2.4,4
lucas,21,v9,0.83,32.17,2.4,5
lucas,21,v9,0.83,32.17,2.4,6
lucas,21,v9,0.83,32.17,2.4,7
lucas,21,v9,0.83,32.17,2.4,8
lucas,21,v9,0.83,32.17,2.4,9
lucas,21,v9,0.83,32.17,2.4,10
lucas,21,v9,0.83,32.17,2.4,11
lucas,21,v9,0.83,32.17,2.4,12
lucas,21,v9,0.83,32.17,2.4,13
lucas,21,v9,0.83,32.17,2.4,14
lucas,21,v9,0.83,32.17,2.4,15
lucas,21,v9,0.83,32.17,2.4,16
lucas,21,v9,0.83,32.17,2.4,17
lucas,21,v9,0.83,32.17,2.4,18
lucas,21,v9,0.83,32.17,2.4,19
lucas,20,v9,0.82,32.42,2.38,0
lucas,20,v9,0.82,32.42,2.38,1
lucas,20,v9,0.82,32.42,2.38,2
lucas,20,v9,0.82,32.42,2.38,3
lucas,20,v9,0.82,32.42,2.38,4
lucas,20,v9,0.82,32.42,2.38,5
lucas,20,v9,0.82,32.42,2.38,6
lucas,20,v9,0.82,32.42,2.38,7
lucas,20,v9,0.82,32.42,2.38,8
lucas,20,v9,0.82,32.42,2.38,9
lucas,20,v9,0.82,32.42,2.38,10
lucas,20,v9,0.82,32.42,2.38,11
lucas,20,v9,0.82,32.42,2.38,12
lucas,20,v9,0.82,32.42,2.38,13
lucas,20,v9,0.82,32.42,2.38,14
lucas,20,v9,0.82,32.42,2.38,15
lucas,20,v9,0.82,32.42,2.38,16
lucas,20,v9,0.82,32.42,2.38,17
lucas,20,v9,0.82,32.42,2.38,18
lucas,20,v9,0.82,32.42,2.38,19
lucas,19,v9,0.82,32.47,2.38,0
lucas,19,v9,0.82,32.47,2.38,1
lucas,19,v9,0.82,32.47,2.38,2
lucas,19,v9,0.82,32.47,2.38,3
lucas,19,v9,0.82,32.47,2.38,4
lucas,19,v9,0.82,32.47,2.38,5
lucas,19,v9,0.82,32.47,2.38,6
lucas,19,v9,0.82,32.47,2.38,7
lucas,19,v9,0.82,32.47,2.38,8
lucas,19,v9,0.82,32.47,2.38,9
lucas,19,v9,0.82,32.47,2.38,10
lucas,19,v9,0.82,32.47,2.38,11
lucas,19,v9,0.82,32.47,2.38,12
lucas,19,v9,0.82,32.47,2.38,13
lucas,19,v9,0.82,32.47,2.38,14
lucas,19,v9,0.82,32.47,2.38,15
lucas,19,v9,0.82,32.47,2.38,16
lucas,19,v9,0.82,32.47,2.38,17
lucas,19,v9,0.82,32.47,2.38,18
lucas,19,v9,0.82,32.47,2.38,19
lucas,18,v9,0.82,32.56,2.37,0
lucas,18,v9,0.82,32.56,2.37,1
lucas,18,v9,0.82,32.56,2.37,2
lucas,18,v9,0.82,32.56,2.37,3
lucas,18,v9,0.82,32.56,2.37,4
lucas,18,v9,0.82,32.56,2.37,5
lucas,18,v9,0.82,32.56,2.37,6
lucas,18,v9,0.82,32.56,2.37,7
lucas,18,v9,0.82,32.56,2.37,8
lucas,18,v9,0.82,32.56,2.37,9
lucas,18,v9,0.82,32.56,2.37,10
lucas,18,v9,0.82,32.56,2.37,11
lucas,18,v9,0.82,32.56,2.37,12
lucas,18,v9,0.82,32.56,2.37,13
lucas,18,v9,0.82,32.56,2.37,14
lucas,18,v9,0.82,32.56,2.37,15
lucas,18,v9,0.82,32.56,2.37,16
lucas,18,v9,0.82,32.56,2.37,17
lucas,18,v9,0.82,32.56,2.37,18
lucas,18,v9,0.82,32.56,2.37,19
lucas,17,v9,0.82,32.88,2.35,0
lucas,17,v9,0.82,32.88,2.35,1
lucas,17,v9,0.82,32.88,2.35,2
lucas,17,v9,0.82,32.88,2.35,3
lucas,17,v9,0.82,32.88,2.35,4
lucas,17,v9,0.82,32.88,2.35,5
lucas,17,v9,0.82,32.88,2.35,6
lucas,17,v9,0.82,32.88,2.35,7
lucas,17,v9,0.82,32.88,2.35,8
lucas,17,v9,0.82,32.88,2.35,9
lucas,17,v9,0.82,32.88,2.35,10
lucas,17,v9,0.82,32.88,2.35,11
lucas,17,v9,0.82,32.88,2.35,12
lucas,17,v9,0.82,32.88,2.35,13
lucas,17,v9,0.82,32.88,2.35,14
lucas,17,v9,0.82,32.88,2.35,15
lucas,17,v9,0.82,32.88,2.35,16
lucas,17,v9,0.82,32.88,2.35,17
lucas,17,v9,0.82,32.88,2.35,18
lucas,17,v9,0.82,32.88,2.35,19
lucas,16,v9,0.82,32.66,2.36,0
lucas,16,v9,0.82,32.66,2.36,1
lucas,16,v9,0.82,32.66,2.36,2
lucas,16,v9,0.82,32.66,2.36,3
lucas,16,v9,0.82,32.66,2.36,4
lucas,16,v9,0.82,32.66,2.36,5
lucas,16,v9,0.82,32.66,2.36,6
lucas,16,v9,0.82,32.66,2.36,7
lucas,16,v9,0.82,32.66,2.36,8
lucas,16,v9,0.82,32.66,2.36,9
lucas,16,v9,0.82,32.66,2.36,10
lucas,16,v9,0.82,32.66,2.36,11
lucas,16,v9,0.82,32.66,2.36,12
lucas,16,v9,0.82,32.66,2.36,13
lucas,16,v9,0.82,32.66,2.36,14
lucas,16,v9,0.82,32.66,2.36,15
lucas,16,v9,0.82,32.66,2.36,16
lucas,16,v9,0.82,32.66,2.36,17
lucas,16,v9,0.82,32.66,2.36,18
lucas,16,v9,0.82,32.66,2.36,19
lucas,15,v9,0.82,32.62,2.37,0
lucas,15,v9,0.82,32.62,2.37,1
lucas,15,v9,0.82,32.62,2.37,2
lucas,15,v9,0.82,32.62,2.37,3
lucas,15,v9,0.82,32.62,2.37,4
lucas,15,v9,0.82,32.62,2.37,5
lucas,15,v9,0.82,32.62,2.37,6
lucas,15,v9,0.82,32.62,2.37,7
lucas,15,v9,0.82,32.62,2.37,8
lucas,15,v9,0.82,32.62,2.37,9
lucas,15,v9,0.82,32.62,2.37,10
lucas,15,v9,0.82,32.62,2.37,11
lucas,15,v9,0.82,32.62,2.37,12
lucas,15,v9,0.82,32.62,2.37,13
lucas,15,v9,0.82,32.62,2.37,14
lucas,15,v9,0.82,32.62,2.37,15
lucas,15,v9,0.82,32.62,2.37,16
lucas,15,v9,0.82,32.62,2.37,17
lucas,15,v9,0.82,32.62,2.37,18
lucas,15,v9,0.82,32.62,2.37,19
lucas,14,v9,0.82,32.54,2.37,0
lucas,14,v9,0.82,32.54,2.37,1
lucas,14,v9,0.82,32.54,2.37,2
lucas,14,v9,0.82,32.54,2.37,3
lucas,14,v9,0.82,32.54,2.37,4
lucas,14,v9,0.82,32.54,2.37,5
lucas,14,v9,0.82,32.54,2.37,6
lucas,14,v9,0.82,32.54,2.37,7
lucas,14,v9,0.82,32.54,2.37,8
lucas,14,v9,0.82,32.54,2.37,9
lucas,14,v9,0.82,32.54,2.37,10
lucas,14,v9,0.82,32.54,2.37,11
lucas,14,v9,0.82,32.54,2.37,12
lucas,14,v9,0.82,32.54,2.37,13
lucas,14,v9,0.82,32.54,2.37,14
lucas,14,v9,0.82,32.54,2.37,15
lucas,14,v9,0.82,32.54,2.37,16
lucas,14,v9,0.82,32.54,2.37,17
lucas,14,v9,0.82,32.54,2.37,18
lucas,14,v9,0.82,32.54,2.37,19
lucas,13,v9,0.83,32.23,2.4,0
lucas,13,v9,0.83,32.23,2.4,1
lucas,13,v9,0.83,32.23,2.4,2
lucas,13,v9,0.83,32.23,2.4,3
lucas,13,v9,0.83,32.23,2.4,4
lucas,13,v9,0.83,32.23,2.4,5
lucas,13,v9,0.83,32.23,2.4,6
lucas,13,v9,0.83,32.23,2.4,7
lucas,13,v9,0.83,32.23,2.4,8
lucas,13,v9,0.83,32.23,2.4,9
lucas,13,v9,0.83,32.23,2.4,10
lucas,13,v9,0.83,32.23,2.4,11
lucas,13,v9,0.83,32.23,2.4,12
lucas,13,v9,0.83,32.23,2.4,13
lucas,13,v9,0.83,32.23,2.4,14
lucas,13,v9,0.83,32.23,2.4,15
lucas,13,v9,0.83,32.23,2.4,16
lucas,13,v9,0.83,32.23,2.4,17
lucas,13,v9,0.83,32.23,2.4,18
lucas,13,v9,0.83,32.23,2.4,19
lucas,12,v9,0.83,32.14,2.4,0
lucas,12,v9,0.83,32.14,2.4,1
lucas,12,v9,0.83,32.14,2.4,2
lucas,12,v9,0.83,32.14,2.4,3
lucas,12,v9,0.83,32.14,2.4,4
lucas,12,v9,0.83,32.14,2.4,5
lucas,12,v9,0.83,32.14,2.4,6
lucas,12,v9,0.83,32.14,2.4,7
lucas,12,v9,0.83,32.14,2.4,8
lucas,12,v9,0.83,32.14,2.4,9
lucas,12,v9,0.83,32.14,2.4,10
lucas,12,v9,0.83,32.14,2.4,11
lucas,12,v9,0.83,32.14,2.4,12
lucas,12,v9,0.83,32.14,2.4,13
lucas,12,v9,0.83,32.14,2.4,14
lucas,12,v9,0.83,32.14,2.4,15
lucas,12,v9,0.83,32.14,2.4,16
lucas,12,v9,0.83,32.14,2.4,17
lucas,12,v9,0.83,32.14,2.4,18
lucas,12,v9,0.83,32.14,2.4,19
lucas,11,v9,0.83,32.15,2.4,0
lucas,11,v9,0.83,32.15,2.4,1
lucas,11,v9,0.83,32.15,2.4,2
lucas,11,v9,0.83,32.15,2.4,3
lucas,11,v9,0.83,32.15,2.4,4
lucas,11,v9,0.83,32.15,2.4,5
lucas,11,v9,0.83,32.15,2.4,6
lucas,11,v9,0.83,32.15,2.4,7
lucas,11,v9,0.83,32.15,2.4,8
lucas,11,v9,0.83,32.15,2.4,9
lucas,11,v9,0.83,32.15,2.4,10
lucas,11,v9,0.83,32.15,2.4,11
lucas,11,v9,0.83,32.15,2.4,12
lucas,11,v9,0.83,32.15,2.4,13
lucas,11,v9,0.83,32.15,2.4,14
lucas,11,v9,0.83,32.15,2.4,15
lucas,11,v9,0.83,32.15,2.4,16
lucas,11,v9,0.83,32.15,2.4,17
lucas,11,v9,0.83,32.15,2.4,18
lucas,11,v9,0.83,32.15,2.4,19
lucas,10,v9,0.82,32.49,2.38,0
lucas,10,v9,0.82,32.49,2.38,1
lucas,10,v9,0.82,32.49,2.38,2
lucas,10,v9,0.82,32.49,2.38,3
lucas,10,v9,0.82,32.49,2.38,4
lucas,10,v9,0.82,32.49,2.38,5
lucas,10,v9,0.82,32.49,2.38,6
lucas,10,v9,0.82,32.49,2.38,7
lucas,10,v9,0.82,32.49,2.38,8
lucas,10,v9,0.82,32.49,2.38,9
lucas,10,v9,0.82,32.49,2.38,10
lucas,10,v9,0.82,32.49,2.38,11
lucas,10,v9,0.82,32.49,2.38,12
lucas,10,v9,0.82,32.49,2.38,13
lucas,10,v9,0.82,32.49,2.38,14
lucas,10,v9,0.82,32.49,2.38,15
lucas,10,v9,0.82,32.49,2.38,16
lucas,10,v9,0.82,32.49,2.38,17
lucas,10,v9,0.82,32.49,2.38,18
lucas,10,v9,0.82,32.49,2.38,19
lucas,9,v9,0.82,33.16,2.33,0
lucas,9,v9,0.82,33.16,2.33,1
lucas,9,v9,0.82,33.16,2.33,2
lucas,9,v9,0.82,33.16,2.33,3
lucas,9,v9,0.82,33.16,2.33,4
lucas,9,v9,0.82,33.16,2.33,5
lucas,9,v9,0.82,33.16,2.33,6
lucas,9,v9,0.82,33.16,2.33,7
lucas,9,v9,0.82,33.16,2.33,8
lucas,9,v9,0.82,33.16,2.33,9
lucas,9,v9,0.82,33.16,2.33,10
lucas,9,v9,0.82,33.16,2.33,11
lucas,9,v9,0.82,33.16,2.33,12
lucas,9,v9,0.82,33.16,2.33,13
lucas,9,v9,0.82,33.16,2.33,14
lucas,9,v9,0.82,33.16,2.33,15
lucas,9,v9,0.82,33.16,2.33,16
lucas,9,v9,0.82,33.16,2.33,17
lucas,9,v9,0.82,33.16,2.33,18
lucas,9,v9,0.82,33.16,2.33,19
lucas,8,v9,0.82,33.06,2.34,0
lucas,8,v9,0.82,33.06,2.34,1
lucas,8,v9,0.82,33.06,2.34,2
lucas,8,v9,0.82,33.06,2.34,3
lucas,8,v9,0.82,33.06,2.34,4
lucas,8,v9,0.82,33.06,2.34,5
lucas,8,v9,0.82,33.06,2.34,6
lucas,8,v9,0.82,33.06,2.34,7
lucas,8,v9,0.82,33.06,2.34,8
lucas,8,v9,0.82,33.06,2.34,9
lucas,8,v9,0.82,33.06,2.34,10
lucas,8,v9,0.82,33.06,2.34,11
lucas,8,v9,0.82,33.06,2.34,12
lucas,8,v9,0.82,33.06,2.34,13
lucas,8,v9,0.82,33.06,2.34,14
lucas,8,v9,0.82,33.06,2.34,15
lucas,8,v9,0.82,33.06,2.34,16
lucas,8,v9,0.82,33.06,2.34,17
lucas,8,v9,0.82,33.06,2.34,18
lucas,8,v9,0.82,33.06,2.34,19
lucas,7,v9,0.77,37.02,2.09,0
lucas,7,v9,0.77,37.02,2.09,1
lucas,7,v9,0.77,37.02,2.09,2
lucas,7,v9,0.77,37.02,2.09,3
lucas,7,v9,0.77,37.02,2.09,4
lucas,7,v9,0.77,37.02,2.09,5
lucas,7,v9,0.77,37.02,2.09,6
lucas,7,v9,0.77,37.02,2.09,7
lucas,7,v9,0.77,37.02,2.09,8
lucas,7,v9,0.77,37.02,2.09,9
lucas,7,v9,0.77,37.02,2.09,10
lucas,7,v9,0.77,37.02,2.09,11
lucas,7,v9,0.77,37.02,2.09,12
lucas,7,v9,0.77,37.02,2.09,13
lucas,7,v9,0.77,37.02,2.09,14
lucas,7,v9,0.77,37.02,2.09,15
lucas,7,v9,0.77,37.02,2.09,16
lucas,7,v9,0.77,37.02,2.09,17
lucas,7,v9,0.77,37.02,2.09,18
lucas,7,v9,0.77,37.02,2.09,19
lucas,6,v9,0.77,36.97,2.09,0
lucas,6,v9,0.77,36.97,2.09,1
lucas,6,v9,0.77,36.97,2.09,2
lucas,6,v9,0.77,36.97,2.09,3
lucas,6,v9,0.77,36.97,2.09,4
lucas,6,v9,0.77,36.97,2.09,5
lucas,6,v9,0.77,36.97,2.09,6
lucas,6,v9,0.77,36.97,2.09,7
lucas,6,v9,0.77,36.97,2.09,8
lucas,6,v9,0.77,36.97,2.09,9
lucas,6,v9,0.77,36.97,2.09,10
lucas,6,v9,0.77,36.97,2.09,11
lucas,6,v9,0.77,36.97,2.09,12
lucas,6,v9,0.77,36.97,2.09,13
lucas,6,v9,0.77,36.97,2.09,14
lucas,6,v9,0.77,36.97,2.09,15
lucas,6,v9,0.77,36.97,2.09,16
lucas,6,v9,0.77,36.97,2.09,17
lucas,6,v9,0.77,36.97,2.09,18
lucas,6,v9,0.77,36.97,2.09,19
lucas,5,v9,0.75,38.82,1.99,0
lucas,5,v9,0.75,38.82,1.99,1
lucas,5,v9,0.75,38.82,1.99,2
lucas,5,v9,0.75,38.82,1.99,3
lucas,5,v9,0.75,38.82,1.99,4
lucas,5,v9,0.75,38.82,1.99,5
lucas,5,v9,0.75,38.82,1.99,6
lucas,5,v9,0.75,38.82,1.99,7
lucas,5,v9,0.75,38.82,1.99,8
lucas,5,v9,0.75,38.82,1.99,9
lucas,5,v9,0.75,38.82,1.99,10
lucas,5,v9,0.75,38.82,1.99,11
lucas,5,v9,0.75,38.82,1.99,12
lucas,5,v9,0.75,38.82,1.99,13
lucas,5,v9,0.75,38.82,1.99,14
lucas,5,v9,0.75,38.82,1.99,15
lucas,5,v9,0.75,38.82,1.99,16
lucas,5,v9,0.75,38.82,1.99,17
lucas,5,v9,0.75,38.82,1.99,18
lucas,5,v9,0.75,38.82,1.99,19
